Novel_Name,Series_Name,Author_Name,Genre,Average_Rating,No_of_Ratings,No_of_Reviews,Score,No_of_Votes,Publish_Year,Pages
Adjustment Day,,Chuck Palahniuk ,Suspence/Thriller,3.18,"8,674","1,099",415,5,"May 1, 2018",316
Plum Island ,John Corey,Nelson DeMille ,Suspence/Thriller,4.07,"54,207","2,631",585,10,"April 1, 1997",592
The Legendary Wolf,,Ammar Habib ,Suspence/Thriller,4.28,"5,212",912,"1,500",15,"July 12, 2019",244
The Andromeda Strain ,Andromeda,Michael Crichton,Suspence/Thriller,3.91,"2,53,178","5,619","5,940",69,"September 1, 1969",327
The Perfect Daughter,,D.J.  Palmer ,Suspence/Thriller,3.87,"8,285","1,774",497,5,"April 20, 2021",384
The Sacred Well Murders,,Susan  Rowland ,Suspence/Thriller,4.31,"6,267",25,981,10,"February 1, 2022",336
Think Fast or Die,,Simon W. Clark ,Suspence/Thriller,4.19,123,29,"1,499",15,"October 7, 2019",235
The Pillars of the Earth ,Kingsbridge,Ken Follett ,Suspence/Thriller,4.34,"7,53,490","36,900","5,886",65,"October 1, 1989",976
Under the Lake,,Stuart Woods,Suspence/Thriller,3.88,"4,958",328,414,6,"January 1, 1986",301
All That Remains ,Kay Scarpetta,Patricia Cornwell ,Suspence/Thriller,4.07,"69,808","1,316",743,9,"June 11, 1992",373
Redemption ,Ryan Drake,Will Jordan ,Suspence/Thriller,4.05,"1,521",158,496,5,"June 21, 2012",560
The Last Juror,,John Grisham ,Suspence/Thriller,3.93,"98,750","2,908",585,9,"February 3, 2004",278
Dead Until Dark ,Sookie Stackhouse,Charlaine Harris ,Suspence/Thriller,3.97,"5,36,262","20,001","1,493",18,"May 1, 2001",292
Crime and Punishment,,Fyodor Dostoevsky,Suspence/Thriller,4.26,"8,76,645","34,380",739,9,"January 1, 1866",671
Congo,,Michael Crichton,Suspence/Thriller,3.62,"1,70,182","2,756",977,12,"January 1, 1980",480
The Bourne Supremacy ,Jason Bourne,Robert Ludlum,Suspence/Thriller,4.11,"1,78,856","1,386","5,830",64,"February 11, 1986",688
Enemy in Blue ,The Cruz Marquez Thrillers,Derek Blass ,Suspence/Thriller,3.43,457,77,"1,488",15,"May 1, 2011",334
Glamorama,,Bret Easton Ellis,Suspence/Thriller,3.52,"23,078","1,087",585,7,"January 1, 1998",546
Monkeewrench ,Monkeewrench,P.J. Tracy ,Suspence/Thriller,4.11,"13,345","1,149",414,6,"January 1, 2003",421
Franz Kafka's The Castle,,David Fishelson ,Suspence/Thriller,4.1,"28,067",239,496,6,"January 1, 2003",59
To Kill a Mockingbird,,Harper Lee,Suspence/Thriller,4.26,"59,83,234","1,14,904","1,481",18,"July 11, 1960",323
Odin ,Alex Mason,David Archer,Suspence/Thriller,4.18,"11,496",300,975,10,"September 21, 2021",262
The Kite Runner,,Khaled Hosseini ,Suspence/Thriller,4.34,"30,87,026","95,727",584,7,"May 29, 2003",371
The Girl on the Train,,Paula Hawkins ,Suspence/Thriller,3.96,"28,76,890","1,25,237","5,686",65,"January 13, 2015",336
Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,,David Grann ,Suspence/Thriller,4.15,"2,96,040","30,322",413,6,"April 18, 2017",359
Frisk,,Dennis Cooper,Suspence/Thriller,3.66,"3,085",303,736,9,"January 1, 1991",144
What She Found ,Tracy Crosswhite,Robert Dugoni ,Suspence/Thriller,4.39,"21,050",864,496,5,"August 23, 2022",367
Reliquary ,Pendergast,Douglas Preston ,Suspence/Thriller,4.03,"46,171","1,852","5,655",62,"January 1, 1997",464
Brave New World,,Aldous Huxley,Suspence/Thriller,3.99,"18,19,963","46,026",733,10,"January 1, 1932",268
When the Wind Blows ,When the Wind Blows,James Patterson ,Suspence/Thriller,3.93,"50,541","1,824",974,10,"October 28, 1998",416
One Flew Over the Cuckoo's Nest,,Ken Kesey,Suspence/Thriller,4.2,"7,24,349","15,510","5,645",64,"January 1, 1962",325
The Adventures of Armstrong Dent: The Complete First Season,,Aeyess ,Suspence/Thriller,4.44,27,8,495,5,"December 19, 2014",310
House of Sand and Fog,,Andre Dubus III,Suspence/Thriller,3.86,"1,32,467","4,599","1,478",18,"January 1, 1999",365
The Information,,Martin Amis,Suspence/Thriller,3.6,"6,032",372,584,7,"January 1, 1995",374
The Girl Before,,J.P. Delaney ,Suspence/Thriller,3.7,"1,53,476","12,990",412,5,"April 4, 2017",341
The Goldfinch,,Donna Tartt,Suspence/Thriller,3.94,"9,08,080","75,127",495,7,"September 23, 2013",864
The Innocent ,Will Robie,David Baldacci ,Suspence/Thriller,4.16,"1,04,593","5,534",730,10,"April 17, 2012",422
Fight Club,,Chuck Palahniuk ,Suspence/Thriller,4.19,"5,82,711","20,966","5,592",63,"August 17, 1996",224
The Demon,,Hubert Selby Jr.,Suspence/Thriller,3.88,"3,135",200,973,11,"January 1, 1976",312
Trunk Music ,"Harry Bosch, #5; Harry Bosch Universe",Michael Connelly ,Suspence/Thriller,4.2,"68,457","2,121","1,468",22,"January 28, 1997",448
The Nowhere Man ,Orphan X,Gregg Andrew Hurwitz ,Suspence/Thriller,4.14,"25,834","2,206","5,574",58,"January 17, 2017",369
Dark State ,Jason Trapp,Jack     Slater ,Suspence/Thriller,4.43,"10,317",467,"5,552",58,"December 15, 2021",454
The Clockmaker's Daughter,,Kate Morton ,Suspence/Thriller,3.75,"95,633","12,393",584,6,"September 1, 2018",485
Ice Hunt,,James Rollins ,Suspence/Thriller,4.06,"18,745",654,493,7,"July 1, 2003",509
Still Life ,Chief Inspector Armand Gamache,Louise Penny ,Suspence/Thriller,3.9,"2,42,909","19,541","1,460",21,"October 3, 2005",293
Night over Water,,Ken Follett ,Suspence/Thriller,3.89,"26,095","1,295",409,6,"September 28, 1991",448
The Horror at Murden Cove ,A Thomas Austin Crime Thriller,D.D. Black,Suspence/Thriller,4.39,"2,089",63,972,10,"February 6, 2023",246
Queer,,William S. Burroughs,Suspence/Thriller,3.6,"13,464",750,730,9,"November 1, 1985",160
The Lion ,John Corey,Nelson DeMille ,Suspence/Thriller,4.26,"31,869","1,324",409,7,"June 8, 2010",437
Narcopolis,,Jeet Thayil,Suspence/Thriller,3.43,"7,500",876,583,7,"January 31, 2012",292
The Sign of Four ,Sherlock Holmes,Arthur Conan Doyle,Suspence/Thriller,3.9,"1,53,483","7,527",493,8,"February 1, 1890",129
The Doors of Perception / Heaven and Hell,,Aldous Huxley,Suspence/Thriller,3.93,"46,913","1,954",727,8,"January 1, 1956",187
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",,Erik Larson ,Suspence/Thriller,4,"6,70,119","39,620","1,457",18,"February 11, 2003",447
The Last Run ,Peter Black,David Archer,Suspence/Thriller,4.34,"1,127",18,"5,444",57,"October 24, 2023",305
The Overlook ,"Harry Bosch, #13; Harry Bosch Universe",Michael Connelly ,Suspence/Thriller,3.99,"48,958","2,335",965,14,"May 22, 2007",225
Crash,,J.G. Ballard,Suspence/Thriller,3.59,"25,268","1,999",408,5,"June 28, 1973",224
An Unsuitable Job for a Woman ,Cordelia Gray,P.D. James,Suspence/Thriller,3.82,"18,874","1,176",582,8,"January 1, 1972",256
God's Spy ,Father Anthony Fowler,Juan Gómez-Jurado ,Suspence/Thriller,3.81,"5,962",564,407,5,"January 1, 2006",368
Kill Irish,,Mayi Ngwala ,Suspence/Thriller,4.61,46,,491,5,,
If on a Winter's Night a Traveler,,Italo Calvino,Suspence/Thriller,4.04,"95,276","8,700",724,8,"June 2, 1979",260
Black Fire,,William Kely McClung ,Suspence/Thriller,4.3,"5,910",34,"5,411",56,"February 25, 2023",517
Into the Darkest Corner,,Elizabeth Haynes ,Suspence/Thriller,4.07,"69,240","6,295",582,7,"February 13, 2007",450
The Name of the Rose,,Umberto Eco,Suspence/Thriller,4.14,"3,59,980","12,547","1,450",19,"January 1, 1980",536
Misery,,Stephen King ,Suspence/Thriller,4.21,"6,79,553","24,909",962,12,"June 8, 1987",370
The Alaska Job ,Case Lee,Vince Milam ,Suspence/Thriller,4.47,"1,414",51,"5,299",55,"May 30, 2023",316
Neuromancer ,Sprawl,William Gibson,Suspence/Thriller,3.9,"3,21,124","13,588",581,7,"January 1, 1984",271
A Scanner Darkly,,Philip K. Dick,Suspence/Thriller,4.02,"1,00,933","4,090",958,11,"January 1, 1977",219
The Return of Sherlock Holmes ,Sherlock Holmes,Arthur Conan Doyle,Suspence/Thriller,4.28,"64,267","2,177",406,5,"February 1, 1905",455
Nutshell,,Ian McEwan ,Suspence/Thriller,3.68,"52,219","6,370",490,6,"September 1, 2016",208
Burned Out,,Dean Mafako ,Suspence/Thriller,4.3,"6,076",54,"1,449",15,"January 16, 2023",
Darkness at Noon,,Arthur Koestler,Suspence/Thriller,4.11,"30,144","2,065",724,9,"January 1, 1940",216
The Pit and the Pendulum,,Edgar Allan Poe,Suspence/Thriller,4.19,"56,438",991,579,8,"January 1, 1842",64
Sphere,,Michael Crichton,Suspence/Thriller,3.82,"1,84,025","4,315","5,293",61,"January 1, 1987",371
Sidetracked ,Kurt Wallander,Henning Mankell,Suspence/Thriller,4.08,"23,323",984,404,6,"January 1, 1995",420
Alive: The Story of the Andes Survivors,,Piers Paul Read,Suspence/Thriller,4.12,"74,971","1,921",952,12,"January 1, 1974",318
Subterranean,,James Rollins ,Suspence/Thriller,4.02,"26,238",946,578,8,"June 1, 1999",410
Midnight Obsession ,Midnight,Melinda Leigh ,Suspence/Thriller,4.32,"15,829",380,950,10,"January 3, 2017",329
Desperation in Death ,In Death,J.D. Robb ,Suspence/Thriller,4.58,"22,038","1,655",490,5,"September 6, 2022",368
One Shot ,Jack Reacher,Lee Child ,Suspence/Thriller,4.23,"1,12,816","4,062",723,9,"July 10, 2005",466
I Am Pilgrim,,Terry Hayes,Suspence/Thriller,4.29,"1,64,913","13,048","5,241",55,"July 18, 2013",612
Amazonia,,James Rollins ,Suspence/Thriller,4.14,"33,198","1,473","1,433",18,"March 19, 2002",510
Almost Transparent Blue,,Ryū Murakami,Suspence/Thriller,3.29,"10,975","1,000",578,7,"July 9, 1976",126
Dexter in the Dark ,Dexter,Jeff Lindsay ,Suspence/Thriller,3.57,"36,500","2,153",488,7,"January 1, 2006",307
The Unlikely Spy,,Daniel Silva,Suspence/Thriller,4.25,"25,022","1,104",948,13,"December 24, 1996",752
The Turn of the Screw,,Henry James,Suspence/Thriller,3.39,"1,52,535","13,364",404,5,"January 1, 1898",121
Last Exit to Brooklyn,,Hubert Selby Jr.,Suspence/Thriller,3.92,"26,903","1,537",722,9,"January 1, 1964",290
Executive Orders ,Jack Ryan,Tom Clancy,Suspence/Thriller,4.1,"50,257",799,"5,234",59,"August 12, 1996",1273
Point of Impact ,Bob Lee Swagger,Stephen Hunter ,Suspence/Thriller,4.28,"17,616",856,577,9,"February 1, 1993",528
Dr. Jekyll and Mr. Hyde,,Robert Louis Stevenson,Suspence/Thriller,3.83,"5,63,707","22,023","1,403",17,"January 5, 1886",139
Nocturnal Meetings of the Misplaced,,R.J. Garcia ,Suspence/Thriller,4.41,107,69,488,5,"January 1, 2018",321
The Mysterious Affair at Styles ,Hercule Poirot,Agatha Christie,Suspence/Thriller,4,"4,10,213","15,512",948,12,"January 1, 1920",121
Gone for Good,,Harlan Coben ,Suspence/Thriller,4.11,"62,321","3,420",402,5,"January 1, 2002",432
The Killer Inside Me,,Jim Thompson,Suspence/Thriller,3.86,"23,075","1,710","1,402",17,"March 13, 1952",244
Catching Fire ,The Hunger Games,Suzanne Collins,Suspence/Thriller,4.32,"34,69,864","1,20,724","5,187",59,"September 1, 2009",391
The Emperor's Tomb ,Cotton Malone,Steve Berry ,Suspence/Thriller,3.97,"20,271","1,019",721,9,"November 23, 2010",436
Mr. Mercedes ,Bill Hodges Trilogy,Stephen King ,Suspence/Thriller,4.01,"3,11,713","20,795",577,7,"June 3, 2014",437
The Terminal List ,Terminal List,Jack Carr ,Suspence/Thriller,4.27,"48,147","3,664",488,5,"March 6, 2018",407
Midnight Exposure ,Midnight,Melinda Leigh ,Suspence/Thriller,4.12,"23,873",732,947,10,"August 21, 2012",315
The Haunting of Hill House,,Shirley Jackson,Suspence/Thriller,3.82,"2,91,305","28,002",402,5,"October 16, 1959",182
The Bedroom Secrets of the Master Chefs,,Irvine Welsh,Suspence/Thriller,3.53,"6,732",289,713,8,"January 1, 2006",400
The Chamber,,John Grisham ,Suspence/Thriller,3.84,"1,39,203","2,107","1,399",19,"May 1, 1994",632
Burning Evidence: A Legal Thriller filled with Gripping Courtroom Drama ,Small Town Lawyer Book,Peter Kirkland,Suspence/Thriller,4.28,696,24,"5,088",53,"October 26, 2023",336
Into the Water,,Paula Hawkins ,Suspence/Thriller,3.59,"3,82,041","28,897",576,8,"May 2, 2017",386
River of Darkness ,John Madden,Rennie Airth,Suspence/Thriller,3.95,"8,542",740,712,9,"January 1, 1999",480
Scent of the Dragon,,Anthony Hulse ,Suspence/Thriller,4.7,90,8,946,10,"August 4, 2014",242
The Wasp Factory,,Iain Banks,Suspence/Thriller,3.78,"95,472","6,159","5,080",58,"January 1, 1984",184
Brain Damage,,Freida McFadden ,Suspence/Thriller,4.16,"40,996","2,035",487,5,"April 28, 2016",400
The Enemy ,"Jack Reacher, #8; Chron",Lee Child ,Suspence/Thriller,4.17,"1,31,737","3,684","1,392",21,"May 11, 2004",496
Listen To Me ,Rizzoli & Isles,Tess Gerritsen ,Suspence/Thriller,4.17,"15,444","1,366",576,6,"July 5, 2022",307
Riptide - Mörderische Flut,,Douglas Preston ,Suspence/Thriller,3.97,"19,549",805,402,7,"June 1, 1998",528
The Kill Artist ,Gabriel Allon,Daniel Silva,Suspence/Thriller,4.02,"81,763","2,869",710,11,"December 19, 2000",501
Water for Elephants,,Sara Gruen ,Suspence/Thriller,4.11,"15,96,625","62,062",486,8,"May 22, 2006",368
The Hard Way ,Jack Reacher,Lee Child ,Suspence/Thriller,4.19,"81,274","3,372",946,15,"May 16, 2006",384
It,,Stephen King ,Suspence/Thriller,4.25,"10,84,021","35,079","5,053",59,"September 15, 1986",1168
Living Dead in Dallas ,Sookie Stackhouse,Charlaine Harris ,Suspence/Thriller,3.96,"2,51,242","7,543",574,7,"March 26, 2002",291
Catch Me ,Detective D.D. Warren,Lisa Gardner ,Suspence/Thriller,4.2,"39,136","2,479",484,6,"February 7, 2012",400
The Perfect Husband/The Other Daughter,,Lisa Gardner ,Suspence/Thriller,4.28,"1,777",33,941,12,"January 1, 2003",832
Excavation,,James Rollins ,Suspence/Thriller,4.05,"19,995",764,"1,374",16,"July 3, 2000",416
Sometimes a Great Notion,,Ken Kesey,Suspence/Thriller,4.25,"22,264","1,508",402,5,"January 1, 1964",640
Filth,,Irvine Welsh,Suspence/Thriller,3.81,"29,528","1,161",574,7,"January 1, 1998",393
The Closers ,"Harry Bosch, #11; Harry Bosch Universe",Michael Connelly ,Suspence/Thriller,4.17,"55,322","2,234",928,15,"May 1, 2005",432
The Rules of Attraction,,Bret Easton Ellis,Suspence/Thriller,3.72,"46,642","1,938",710,8,"September 1, 1987",283
The Southern Lawyer ,Joe Hennessy Legal Thriller,Peter O'Mahoney ,Suspence/Thriller,4.23,"15,090",240,"5,004",52,"February 28, 2022",334
Murder Most Immoral,,Anthony Hulse ,Suspence/Thriller,3.75,"1,434",3,573,6,"September 7, 2016",255
Two Kinds of Truth ,"Harry Bosch, #20; Harry Bosch Universe",Michael Connelly ,Suspence/Thriller,4.28,"62,677","4,112",483,7,"October 31, 2017",417
In Search of Captain Zero: A Surfer's Road Trip Beyond the End of the Road,,Allan C. Weisbecker,Suspence/Thriller,4.11,"2,466",195,402,5,"January 1, 2001",352
The Cure,,Antoine Maurice Devine ,Suspence/Thriller,3.47,15,4,"1,370",14,"January 1, 2009",314
Gorky Park ,Arkady Renko,Martin Cruz Smith,Suspence/Thriller,4.04,"67,592","1,429",928,12,"January 1, 1981",433
Love You More ,"Tessa Leoni, #1; Detective D.D. Warren",Lisa Gardner ,Suspence/Thriller,4.18,"51,275","3,396",572,7,"March 8, 2011",368
The Black Ice ,"Harry Bosch, #2; Harry Bosch Universe",Michael Connelly ,Suspence/Thriller,4.11,"81,952","3,056","4,896",61,"December 1, 1993",439
Ubik,,Philip K. Dick,Suspence/Thriller,4.11,"1,06,162","6,067",707,9,"May 1, 1969",288
The Eighth Sister ,Charles Jenkins,Robert Dugoni ,Suspence/Thriller,4.2,"36,523","2,036",482,5,"April 9, 2019",479
Cell,,Stephen King ,Suspence/Thriller,3.66,"2,20,769","7,459","1,370",17,"January 24, 2006",449
Arctic Drift ,Dirk Pitt,Clive Cussler,Suspence/Thriller,3.95,"14,672",718,401,6,"November 25, 2008",608
Tampa,,Alissa Nutting ,Suspence/Thriller,3.41,"33,754","6,768",928,11,"July 2, 2013",272
Dislocated ,Mad Mick,Franklin Horton,Suspence/Thriller,4.54,753,36,"4,880",51,"October 31, 2023",388
Nemesis ,Harry Hole,Jo Nesbø ,Suspence/Thriller,3.98,"74,160","3,284",481,6,"January 1, 2002",480
The Russia House,,John le Carré,Suspence/Thriller,3.91,"24,698",596,706,11,"May 22, 1989",368
The Asset ,Lance Spector,Saul Herzog ,Suspence/Thriller,4.29,"9,537",328,"4,851",50,"April 10, 2020",528
The Snowman ,Harry Hole,Jo Nesbø ,Suspence/Thriller,4.02,"1,36,577","10,022","1,364",19,"August 19, 2007",383
The God Complex,,Chris Titus ,Suspence/Thriller,3.72,"1,585",42,400,4,"June 23, 2011",278
Dare Me,,Megan Abbott ,Suspence/Thriller,3.23,"28,465","3,911",571,8,"May 10, 2012",290
The Butcher's Boy ,Butcher's Boy,Thomas Perry ,Suspence/Thriller,3.95,"7,391",578,921,12,"January 1, 1982",313
Night Owl ,Trasker,Andrew Mayne ,Suspence/Thriller,4.19,"6,642",291,"4,781",50,"October 17, 2023",312
Phantoms,,Dean Koontz ,Suspence/Thriller,3.96,"72,892","1,892",481,6,"January 1, 1983",448
The Third Option ,Mitch Rapp,Vince Flynn,Suspence/Thriller,4.27,"45,632","1,345",705,9,"October 31, 2000",402
"Nocturne, Opus 1: Sea Foam",,Norene Moskalski ,Suspence/Thriller,3.76,"1,450",14,400,4,"October 30, 2012",404
Whip Hand ,Sid Halley,Dick Francis,Suspence/Thriller,4.15,"7,099",266,700,9,"January 1, 1979",304
The Moroni Deception,,Jack L. Brody ,Suspence/Thriller,3.44,193,33,"1,360",14,"July 31, 2012",285
The Judas Strain ,Sigma Force,James Rollins ,Suspence/Thriller,4.17,"32,591","1,404",479,6,"July 2, 2007",450
Faithless ,Grant County,Karin Slaughter ,Suspence/Thriller,4.11,"41,774","1,617",906,12,"August 30, 2005",549
False Step,,Victoria Helen Stone ,Suspence/Thriller,3.61,"17,116","1,114",571,6,"July 1, 2019",269
Hidden Depths ,Hanne Drais,Ally Rose,Suspence/Thriller,4.08,40,2,400,4,"November 18, 2012",347
Death Leaves a Shadow ,Marlowe Black Mystery,Gabriel F.W. Koch ,Suspence/Thriller,4.3,"16,399",40,"4,764",54,"June 9, 2020",
"Liars, Inc.",,Paula Stokes ,Suspence/Thriller,3.58,"5,811",842,"1,354",14,"March 24, 2015",362
Johnny Fracture,,Waheed Ibne Musa ,Suspence/Thriller,4.34,32,18,400,4,"December 24, 2014",326
The Escape Room,,Megan Goldin ,Suspence/Thriller,3.84,"38,639","6,095",479,6,"July 30, 2019",357
Society for Supper,,TyCobbsTeeth ,Suspence/Thriller,4.58,53,20,700,7,"February 19, 2015",308
The Alienist ,Dr. Laszlo Kreizler,Caleb Carr ,Suspence/Thriller,4.06,"1,71,954","8,443",905,11,"March 15, 1994",498
State of Fear,,Michael Crichton,Suspence/Thriller,3.7,"86,564","3,689","4,746",54,"December 1, 1987",672
The White Man and the Pachinko Girl,,Vann Chow ,Suspence/Thriller,3.25,102,22,400,4,"January 20, 2016",390
"Deadly Pretty Strangers: One dead body, one bereaved mother, one small favour ...",,Max Thorn,Suspence/Thriller,4.31,39,15,700,7,"November 12, 2017",314
Caught,,Harlan Coben ,Suspence/Thriller,4,"69,145","4,809",476,8,"February 25, 2010",388
The Drowned World,,J.G. Ballard,Suspence/Thriller,3.48,"18,063","1,447",570,7,"June 30, 1962",198
Lunar Options,,T.R. Locke ,Suspence/Thriller,4.15,34,15,400,4,"May 11, 2016",212
Dark Horse ,Elena Estes,Tami Hoag ,Suspence/Thriller,3.83,"10,647",460,475,5,"August 27, 2002",557
Tree of Smoke,,Denis Johnson,Suspence/Thriller,3.6,"13,568","1,446",905,11,"September 4, 2004",614
Grimm Up North ,DCI Harry Grimm,David J. Gatward ,Suspence/Thriller,4.25,"11,237",479,"1,354",14,"July 8, 2020",238
Requiem for a Dream,,Hubert Selby Jr.,Suspence/Thriller,4.1,"59,945","1,749","4,742",53,"January 1, 1978",279
"In a Dark, Dark Wood",,Ruth Ware ,Suspence/Thriller,3.72,"3,41,976","26,609",700,8,"July 30, 2015",308
Ham on Rye,,Charles Bukowski,Suspence/Thriller,4.15,"1,04,210","5,034",569,7,"September 1, 1982",288
A Darkness More Than Night ,"Harry Bosch, #7; Harry Bosch Universe",Michael Connelly ,Suspence/Thriller,4.15,"59,032","2,298","1,348",22,"November 8, 2000",470
Blindsighted ,Grant County,Karin Slaughter ,Suspence/Thriller,4.1,"95,944","5,110","4,723",54,"May 1, 2001",418
Naked in Death ,In Death,J.D. Robb ,Suspence/Thriller,4.13,"1,90,511","7,534",569,7,"July 1, 1995",306
The Ice Limit - La barrière de glace ,Ice Limit,Douglas Preston ,Suspence/Thriller,4,"21,384",905,400,6,"July 18, 2000",491
Paper Targets: Art Can Be Murder,,Steve S. Saroff ,Suspence/Thriller,4.2,337,217,700,7,"February 2, 2022",249
Polar Star ,Arkady Renko,Martin Cruz Smith,Suspence/Thriller,3.98,"10,751",453,475,6,"June 13, 1989",384
Winter Study ,Anna Pigeon,Nevada Barr,Suspence/Thriller,3.86,"8,900",873,903,12,"January 1, 2008",370
Factotum,,Charles Bukowski,Suspence/Thriller,3.93,"68,933","2,565","4,667",52,"January 1, 1975",208
The Handmaid’s Tale ,The Handmaid's Tale,Margaret Atwood ,Suspence/Thriller,4.13,"19,97,434","94,050",565,7,"January 1, 1985",314
Esther's Sling,,Ben Brunson ,Suspence/Thriller,4.44,27,5,699,7,"May 1, 2013",
The 9th Judgment  ,Women's Murder Club,James Patterson ,Suspence/Thriller,4.14,"53,284","2,111",474,7,"May 7, 2010",355
The Empty Chair ,Lincoln Rhyme,Jeffery Deaver ,Suspence/Thriller,4.07,"30,553","1,116",902,13,"May 9, 2000",416
Rogue Genesis ,Shimmer in the Dark,Ceri London ,Suspence/Thriller,4.41,155,32,"1,348",14,"July 10, 2013",472
